"Category","pred2.Gun Control","pred2.Gun Rights","pred2.Neither","pred1"
"Gun Control",0.560538117,0.430493274,0.008968610,"Gun Control"
"Gun Control",0.701680672,0.289915966,0.008403361,"Gun Control"
"Gun Control",0.750000000,0.228070175,0.021929825,"Gun Control"
"Gun Control",0.406976744,0.546511628,0.046511628,"Gun Rights"
"Gun Control",0.713636364,0.245454545,0.040909091,"Gun Control"
"Gun Control",0.753191489,0.221276596,0.025531915,"Gun Control"
"Gun Control",0.648148148,0.347222222,0.004629630,"Gun Control"
"Gun Control",0.598290598,0.393162393,0.008547009,"Gun Control"
"Gun Control",0.780373832,0.210280374,0.009345794,"Gun Control"
"Gun Control",0.811659193,0.183856502,0.004484305,"Gun Control"
"Gun Control",0.433035714,0.169642857,0.397321429,"Gun Control"
"Gun Control",0.618181818,0.331818182,0.050000000,"Gun Control"
"Gun Control",0.921052632,0.078947368,0.000000000,"Gun Control"
"Gun Control",0.626666667,0.360000000,0.013333333,"Gun Control"
"Gun Control",0.797297297,0.193693694,0.009009009,"Gun Control"
"Gun Control",0.756756757,0.229729730,0.013513514,"Gun Control"
"Gun Control",0.762114537,0.224669604,0.013215859,"Gun Control"
"Gun Control",0.656108597,0.334841629,0.009049774,"Gun Control"
"Gun Control",0.829383886,0.156398104,0.014218009,"Gun Control"
"Gun Control",0.636363636,0.336363636,0.027272727,"Gun Control"
"Gun Control",0.625615764,0.364532020,0.009852217,"Gun Control"
"Gun Control",0.643171806,0.303964758,0.052863436,"Gun Control"
"Gun Control",0.711111111,0.275555556,0.013333333,"Gun Control"
"Gun Rights",0.475336323,0.502242152,0.022421525,"Gun Rights"
"Gun Rights",0.438775510,0.545918367,0.015306122,"Gun Rights"
"Gun Rights",0.421296296,0.564814815,0.013888889,"Gun Rights"
"Gun Rights",0.143459916,0.827004219,0.029535865,"Gun Rights"
"Gun Rights",0.467592593,0.500000000,0.032407407,"Gun Rights"
"Gun Rights",0.263392857,0.714285714,0.022321429,"Gun Rights"
"Gun Rights",0.323076923,0.676923077,0.000000000,"Gun Rights"
"Gun Rights",0.200000000,0.795652174,0.004347826,"Gun Rights"
"Gun Rights",0.423255814,0.539534884,0.037209302,"Gun Rights"
"Gun Rights",0.350230415,0.649769585,0.000000000,"Gun Rights"
"Gun Rights",0.271929825,0.723684211,0.004385965,"Gun Rights"
"Gun Rights",0.401746725,0.550218341,0.048034934,"Gun Rights"
"Gun Rights",0.482608696,0.508695652,0.008695652,"Gun Rights"
"Gun Rights",0.259259259,0.740740741,0.000000000,"Gun Rights"
"Gun Rights",0.275229358,0.720183486,0.004587156,"Gun Rights"
"Gun Rights",0.264317181,0.722466960,0.013215859,"Gun Rights"
"Gun Rights",0.387931034,0.590517241,0.021551724,"Gun Rights"
"Gun Rights",0.401785714,0.580357143,0.017857143,"Gun Rights"
"Gun Rights",0.146788991,0.839449541,0.013761468,"Gun Rights"
"Gun Rights",0.352173913,0.626086957,0.021739130,"Gun Rights"
"Gun Rights",0.196172249,0.803827751,0.000000000,"Gun Rights"
"Gun Rights",0.222748815,0.767772512,0.009478673,"Gun Rights"
"Gun Rights",0.328828829,0.671171171,0.000000000,"Gun Rights"
"Gun Rights",0.286324786,0.705128205,0.008547009,"Gun Rights"
"Gun Rights",0.045248869,0.927601810,0.027149321,"Gun Rights"
"Gun Rights",0.233502538,0.700507614,0.065989848,"Gun Rights"
"Gun Rights",0.187500000,0.802884615,0.009615385,"Gun Rights"
"Gun Rights",0.393518519,0.606481481,0.000000000,"Gun Rights"
"Gun Rights",0.391891892,0.599099099,0.009009009,"Gun Rights"
"Gun Rights",0.372641509,0.617924528,0.009433962,"Gun Rights"
"Gun Rights",0.352678571,0.638392857,0.008928571,"Gun Rights"
"Gun Rights",0.245192308,0.730769231,0.024038462,"Gun Rights"
"Gun Rights",0.294117647,0.701357466,0.004524887,"Gun Rights"
"Gun Rights",0.463203463,0.523809524,0.012987013,"Gun Rights"
"Gun Rights",0.241025641,0.753846154,0.005128205,"Gun Rights"
"Gun Rights",0.399082569,0.582568807,0.018348624,"Gun Rights"
"Gun Rights",0.263681592,0.721393035,0.014925373,"Gun Rights"
"Gun Rights",0.415525114,0.547945205,0.036529680,"Gun Rights"
"Gun Rights",0.156950673,0.834080717,0.008968610,"Gun Rights"
"Gun Rights",0.448598131,0.551401869,0.000000000,"Gun Rights"
"Gun Rights",0.458128079,0.541871921,0.000000000,"Gun Rights"
"Gun Rights",0.052631579,0.947368421,0.000000000,"Gun Rights"
"Gun Rights",0.226495726,0.769230769,0.004273504,"Gun Rights"
"Gun Rights",0.413636364,0.568181818,0.018181818,"Gun Rights"
"Gun Rights",0.173160173,0.818181818,0.008658009,"Gun Rights"
"Gun Rights",0.295546559,0.704453441,0.000000000,"Gun Rights"
"Gun Rights",0.313725490,0.671568627,0.014705882,"Gun Rights"
"Gun Rights",0.393665158,0.565610860,0.040723982,"Gun Rights"
"Gun Rights",0.429824561,0.565789474,0.004385965,"Gun Rights"
"Gun Rights",0.562770563,0.432900433,0.004329004,"Gun Control"
"Gun Rights",0.225352113,0.774647887,0.000000000,"Gun Rights"
"Neither",0.169724771,0.330275229,0.500000000,"Neither"
"Gun Control",0.534136546,0.457831325,0.008032129,"Gun Control"
"Gun Control",0.680672269,0.319327731,0.000000000,"Gun Control"
"Gun Control",0.572769953,0.408450704,0.018779343,"Gun Control"
"Gun Control",0.592105263,0.390350877,0.017543860,"Gun Control"
"Gun Control",0.572687225,0.365638767,0.061674009,"Gun Control"
"Gun Control",0.782608696,0.217391304,0.000000000,"Gun Control"
"Gun Control",0.622727273,0.359090909,0.018181818,"Gun Control"
"Gun Control",0.560185185,0.416666667,0.023148148,"Gun Control"
"Gun Control",0.488584475,0.479452055,0.031963470,"Gun Control"
"Gun Control",0.610859729,0.375565611,0.013574661,"Gun Control"
"Gun Control",0.603773585,0.363207547,0.033018868,"Gun Control"
"Gun Control",0.636363636,0.324675325,0.038961039,"Gun Control"
"Gun Control",0.791044776,0.203980100,0.004975124,"Gun Control"
"Gun Control",0.726457399,0.260089686,0.013452915,"Gun Control"
"Gun Control",0.619047619,0.333333333,0.047619048,"Gun Control"
"Gun Control",0.599156118,0.396624473,0.004219409,"Gun Control"
"Gun Control",0.846491228,0.153508772,0.000000000,"Gun Control"
"Gun Control",0.706140351,0.210526316,0.083333333,"Gun Control"
"Gun Control",0.681222707,0.296943231,0.021834061,"Gun Control"
"Gun Control",0.649350649,0.324675325,0.025974026,"Gun Control"
"Gun Control",0.700483092,0.285024155,0.014492754,"Gun Control"
"Gun Control",0.518348624,0.472477064,0.009174312,"Gun Control"
"Gun Control",0.686868687,0.252525253,0.060606061,"Gun Control"
"Gun Control",0.754629630,0.245370370,0.000000000,"Gun Control"
"Gun Control",0.551219512,0.439024390,0.009756098,"Gun Control"
"Gun Control",0.700440529,0.295154185,0.004405286,"Gun Control"
"Gun Control",0.731707317,0.268292683,0.000000000,"Gun Control"
"Gun Control",0.683673469,0.260204082,0.056122449,"Gun Control"
"Gun Control",0.712918660,0.229665072,0.057416268,"Gun Control"
"Gun Control",0.560386473,0.429951691,0.009661836,"Gun Control"
"Gun Control",0.489898990,0.479797980,0.030303030,"Gun Control"
"Gun Control",0.520930233,0.455813953,0.023255814,"Gun Control"
"Gun Control",0.681818182,0.318181818,0.000000000,"Gun Control"
"Gun Control",0.396624473,0.582278481,0.021097046,"Gun Rights"
"Gun Control",0.642857143,0.348214286,0.008928571,"Gun Control"
"Gun Control",0.475770925,0.511013216,0.013215859,"Gun Rights"
"Gun Control",0.548837209,0.451162791,0.000000000,"Gun Control"
"Gun Control",0.568807339,0.399082569,0.032110092,"Gun Control"
"Gun Control",0.510917031,0.458515284,0.030567686,"Gun Control"
"Gun Control",0.650000000,0.336363636,0.013636364,"Gun Control"
"Gun Control",0.788617886,0.101626016,0.109756098,"Gun Control"
"Gun Control",0.829268293,0.151219512,0.019512195,"Gun Control"
"Gun Control",0.422535211,0.572769953,0.004694836,"Gun Rights"
"Gun Control",0.712328767,0.246575342,0.041095890,"Gun Control"
"Gun Control",0.485714286,0.504761905,0.009523810,"Gun Rights"
"Gun Control",0.645299145,0.354700855,0.000000000,"Gun Control"
"Gun Control",0.690987124,0.296137339,0.012875536,"Gun Control"
"Gun Control",0.715555556,0.280000000,0.004444444,"Gun Control"
"Gun Control",0.601809955,0.393665158,0.004524887,"Gun Control"
"Gun Control",0.545871560,0.389908257,0.064220183,"Gun Control"
"Gun Rights",0.418410042,0.569037657,0.012552301,"Gun Rights"
"Gun Rights",0.200934579,0.761682243,0.037383178,"Gun Rights"
"Gun Rights",0.308411215,0.668224299,0.023364486,"Gun Rights"
"Gun Rights",0.413333333,0.555555556,0.031111111,"Gun Rights"
"Gun Rights",0.213636364,0.777272727,0.009090909,"Gun Rights"
"Gun Rights",0.395939086,0.588832487,0.015228426,"Gun Rights"
"Gun Rights",0.436363636,0.559090909,0.004545455,"Gun Rights"
"Gun Rights",0.276315789,0.697368421,0.026315789,"Gun Rights"
"Gun Rights",0.300000000,0.668181818,0.031818182,"Gun Rights"
"Gun Rights",0.515418502,0.475770925,0.008810573,"Gun Control"
"Gun Rights",0.342723005,0.629107981,0.028169014,"Gun Rights"
"Gun Rights",0.347619048,0.638095238,0.014285714,"Gun Rights"
"Gun Rights",0.253218884,0.733905579,0.012875536,"Gun Rights"
"Gun Rights",0.292553191,0.707446809,0.000000000,"Gun Rights"
"Gun Rights",0.245614035,0.750000000,0.004385965,"Gun Rights"
"Gun Rights",0.423255814,0.562790698,0.013953488,"Gun Rights"
"Gun Rights",0.355555556,0.640000000,0.004444444,"Gun Rights"
"Gun Rights",0.512195122,0.482926829,0.004878049,"Gun Control"
"Gun Rights",0.507109005,0.483412322,0.009478673,"Gun Control"
"Gun Rights",0.304761905,0.661904762,0.033333333,"Gun Rights"
"Gun Rights",0.582959641,0.399103139,0.017937220,"Gun Control"
"Gun Rights",0.422330097,0.567961165,0.009708738,"Gun Rights"
"Gun Rights",0.442857143,0.504761905,0.052380952,"Gun Rights"
"Gun Rights",0.280000000,0.706666667,0.013333333,"Gun Rights"
"Gun Rights",0.417040359,0.547085202,0.035874439,"Gun Rights"
"Gun Rights",0.376237624,0.514851485,0.108910891,"Gun Rights"
"Gun Rights",0.402912621,0.592233010,0.004854369,"Gun Rights"
"Gun Rights",0.393518519,0.597222222,0.009259259,"Gun Rights"
"Gun Rights",0.495901639,0.491803279,0.012295082,"Gun Control"
"Gun Rights",0.350961538,0.644230769,0.004807692,"Gun Rights"
"Gun Rights",0.421739130,0.573913043,0.004347826,"Gun Rights"
"Gun Rights",0.348214286,0.647321429,0.004464286,"Gun Rights"
"Gun Rights",0.478991597,0.487394958,0.033613445,"Gun Rights"
"Gun Rights",0.300000000,0.647619048,0.052380952,"Gun Rights"
"Gun Rights",0.399103139,0.591928251,0.008968610,"Gun Rights"
"Gun Rights",0.174311927,0.788990826,0.036697248,"Gun Rights"
"Gun Rights",0.442396313,0.525345622,0.032258065,"Gun Rights"
"Gun Rights",0.135265700,0.806763285,0.057971014,"Gun Rights"
"Gun Rights",0.409691630,0.572687225,0.017621145,"Gun Rights"
"Gun Rights",0.523584906,0.438679245,0.037735849,"Gun Control"
"Gun Rights",0.327510917,0.672489083,0.000000000,"Gun Rights"
"Gun Rights",0.322727273,0.659090909,0.018181818,"Gun Rights"
"Gun Rights",0.414096916,0.572687225,0.013215859,"Gun Rights"
"Gun Rights",0.497737557,0.497737557,0.004524887,"Gun Control"
"Gun Rights",0.446351931,0.553648069,0.000000000,"Gun Rights"
"Gun Rights",0.579207921,0.405940594,0.014851485,"Gun Control"
"Gun Rights",0.569620253,0.421940928,0.008438819,"Gun Control"
"Gun Rights",0.545454545,0.409090909,0.045454545,"Gun Control"
"Gun Rights",0.451063830,0.523404255,0.025531915,"Gun Rights"
"Gun Rights",0.421296296,0.578703704,0.000000000,"Gun Rights"
"Gun Rights",0.606334842,0.380090498,0.013574661,"Gun Control"
"Gun Rights",0.294930876,0.695852535,0.009216590,"Gun Rights"
"Gun Rights",0.502325581,0.451162791,0.046511628,"Gun Control"
"Gun Rights",0.431718062,0.533039648,0.035242291,"Gun Rights"
"Gun Rights",0.349282297,0.617224880,0.033492823,"Gun Rights"
"Neither",0.651260504,0.193277311,0.155462185,"Gun Control"
"Gun Control",0.930327869,0.057377049,0.012295082,"Gun Control"
"Gun Control",0.457943925,0.542056075,0.000000000,"Gun Rights"
"Gun Control",0.614285714,0.080952381,0.304761905,"Gun Control"
"Gun Control",0.541463415,0.439024390,0.019512195,"Gun Control"
"Gun Control",0.718061674,0.281938326,0.000000000,"Gun Control"
"Gun Control",0.520179372,0.452914798,0.026905830,"Gun Control"
"Gun Control",0.604938272,0.386831276,0.008230453,"Gun Control"
"Gun Control",0.589861751,0.400921659,0.009216590,"Gun Control"
"Gun Control",0.468599034,0.516908213,0.014492754,"Gun Rights"
"Gun Control",0.541284404,0.449541284,0.009174312,"Gun Control"
"Gun Control",0.554054054,0.400900901,0.045045045,"Gun Control"
"Gun Control",0.691943128,0.298578199,0.009478673,"Gun Control"
"Gun Control",0.480000000,0.511111111,0.008888889,"Gun Rights"
"Gun Control",0.448888889,0.542222222,0.008888889,"Gun Rights"
"Gun Control",0.620087336,0.353711790,0.026200873,"Gun Control"
"Gun Control",0.580086580,0.354978355,0.064935065,"Gun Control"
"Gun Control",0.379464286,0.611607143,0.008928571,"Gun Rights"
"Gun Control",0.597285068,0.384615385,0.018099548,"Gun Control"
"Gun Control",0.690265487,0.243362832,0.066371681,"Gun Control"
"Gun Control",0.557522124,0.424778761,0.017699115,"Gun Control"
"Gun Control",0.278538813,0.712328767,0.009132420,"Gun Rights"
"Gun Control",0.582568807,0.399082569,0.018348624,"Gun Control"
"Gun Control",0.619266055,0.348623853,0.032110092,"Gun Control"
"Gun Control",0.629629630,0.361111111,0.009259259,"Gun Control"
"Gun Control",0.673913043,0.308695652,0.017391304,"Gun Control"
"Gun Control",0.535545024,0.454976303,0.009478673,"Gun Control"
"Gun Control",0.669683258,0.276018100,0.054298643,"Gun Control"
"Gun Control",0.592105263,0.350877193,0.057017544,"Gun Control"
"Gun Control",0.585492228,0.393782383,0.020725389,"Gun Control"
"Gun Control",0.461904762,0.523809524,0.014285714,"Gun Rights"
"Gun Control",0.571428571,0.385281385,0.043290043,"Gun Control"
"Gun Control",0.735682819,0.259911894,0.004405286,"Gun Control"
"Gun Control",0.632743363,0.345132743,0.022123894,"Gun Control"
"Gun Control",0.347457627,0.627118644,0.025423729,"Gun Rights"
"Gun Control",0.550420168,0.407563025,0.042016807,"Gun Control"
"Gun Control",0.390134529,0.605381166,0.004484305,"Gun Rights"
"Gun Control",0.567567568,0.432432432,0.000000000,"Gun Control"
"Gun Control",0.604838710,0.379032258,0.016129032,"Gun Control"
"Gun Control",0.402985075,0.572139303,0.024875622,"Gun Rights"
"Gun Control",0.570796460,0.429203540,0.000000000,"Gun Control"
"Gun Control",0.401913876,0.593301435,0.004784689,"Gun Rights"
"Gun Control",0.545064378,0.450643777,0.004291845,"Gun Control"
"Gun Control",0.683486239,0.307339450,0.009174312,"Gun Control"
"Gun Control",0.513274336,0.438053097,0.048672566,"Gun Control"
"Gun Control",0.336405530,0.663594470,0.000000000,"Gun Rights"
"Gun Control",0.646511628,0.344186047,0.009302326,"Gun Control"
"Gun Control",0.450450450,0.549549550,0.000000000,"Gun Rights"
"Gun Control",0.392523364,0.593457944,0.014018692,"Gun Rights"
"Gun Rights",0.487394958,0.500000000,0.012605042,"Gun Rights"
"Gun Rights",0.440000000,0.500000000,0.060000000,"Gun Rights"
"Gun Rights",0.449339207,0.541850220,0.008810573,"Gun Rights"
"Gun Rights",0.400862069,0.599137931,0.000000000,"Gun Rights"
"Gun Rights",0.303571429,0.620535714,0.075892857,"Gun Rights"
"Gun Rights",0.513636364,0.463636364,0.022727273,"Gun Control"
"Gun Rights",0.520000000,0.440000000,0.040000000,"Gun Control"
"Gun Rights",0.452127660,0.537234043,0.010638298,"Gun Rights"
"Gun Rights",0.260663507,0.739336493,0.000000000,"Gun Rights"
"Gun Rights",0.565022422,0.399103139,0.035874439,"Gun Control"
"Gun Rights",0.436018957,0.554502370,0.009478673,"Gun Rights"
"Gun Rights",0.343220339,0.580508475,0.076271186,"Gun Rights"
"Gun Rights",0.574162679,0.421052632,0.004784689,"Gun Control"
"Gun Rights",0.385416667,0.609375000,0.005208333,"Gun Rights"
"Gun Rights",0.568720379,0.407582938,0.023696682,"Gun Control"
"Gun Rights",0.285714286,0.705357143,0.008928571,"Gun Rights"
"Gun Rights",0.356481481,0.601851852,0.041666667,"Gun Rights"
"Gun Rights",0.321585903,0.647577093,0.030837004,"Gun Rights"
"Gun Rights",0.301435407,0.688995215,0.009569378,"Gun Rights"
"Gun Rights",0.512077295,0.444444444,0.043478261,"Gun Control"
"Gun Rights",0.495614035,0.491228070,0.013157895,"Gun Control"
"Gun Rights",0.594017094,0.384615385,0.021367521,"Gun Control"
"Gun Rights",0.401869159,0.570093458,0.028037383,"Gun Rights"
"Gun Rights",0.319444444,0.675925926,0.004629630,"Gun Rights"
"Gun Rights",0.322580645,0.672811060,0.004608295,"Gun Rights"
"Gun Rights",0.466666667,0.520000000,0.013333333,"Gun Rights"
"Gun Rights",0.185714286,0.814285714,0.000000000,"Gun Rights"
"Gun Rights",0.359649123,0.609649123,0.030701754,"Gun Rights"
"Gun Rights",0.349282297,0.636363636,0.014354067,"Gun Rights"
"Gun Rights",0.325123153,0.640394089,0.034482759,"Gun Rights"
"Gun Rights",0.412037037,0.587962963,0.000000000,"Gun Rights"
"Gun Rights",0.436123348,0.546255507,0.017621145,"Gun Rights"
"Gun Rights",0.353211009,0.637614679,0.009174312,"Gun Rights"
"Gun Rights",0.070247934,0.929752066,0.000000000,"Gun Rights"
"Gun Control",0.655021834,0.340611354,0.004366812,"Gun Control"
"Gun Control",0.484304933,0.399103139,0.116591928,"Gun Control"
"Gun Control",0.537735849,0.386792453,0.075471698,"Gun Control"
"Gun Rights",0.044843049,0.955156951,0.000000000,"Gun Rights"
"Gun Control",0.486725664,0.221238938,0.292035398,"Gun Control"
"Gun Control",0.512437811,0.412935323,0.074626866,"Gun Control"
"Gun Rights",0.361990950,0.561085973,0.076923077,"Gun Rights"
"Gun Rights",0.568181818,0.386363636,0.045454545,"Gun Control"
"Gun Rights",0.479638009,0.479638009,0.040723982,"Gun Control"
"Gun Rights",0.433628319,0.513274336,0.053097345,"Gun Rights"
